"test_id","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"GSTM1","WT","EX","NOTEST",0.0857479,0.0467507,-0.875114,0,1,1,"no"
"GSTM2","WT","EX","OK",20.7559,18.755,-0.146243,-0.456716,0.43215,0.749001,"no"
"GSTM2P1","WT","EX","NOTEST",0.164607,0.220081,0.419009,0,1,1,"no"
"GSTM3","WT","EX","OK",12.3366,10.6682,-0.209633,-0.684323,0.23,0.548089,"no"
"GSTM4","WT","EX","OK",9.42096,8.76486,-0.104143,-0.28407,0.622,0.866746,"no"
"GSTM5","WT","EX","OK",14.769,9.35533,-0.658712,-1.87353,0.0011,0.0104504,"yes"
"GSTO1","WT","EX","OK",57.6982,81.3568,0.495735,1.63843,0.00505,0.0359893,"yes"
"GSTO2","WT","EX","OK",1.3887,1.46067,0.0728973,0.0986436,0.8708,0.965847,"no"
"GSTP1","WT","EX","OK",231.642,212.459,-0.124712,-0.417887,0.46315,0.773537,"no"
"GSTT1","WT","EX","OK",20.7351,19.877,-0.0609712,-0.0745849,0.9499,0.989745,"no"
"GSTT2","WT","EX","NOTEST",5.57334e-05,6.43247e-05,0.206831,0,1,1,"no"
"GSTT2B","WT","EX","OK",0.801543,0.824562,0.0408478,0.0472178,0.92675,0.981945,"no"
"GSTTP1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GSTTP2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GSTZ1","WT","EX","OK",7.76651,5.96675,-0.380322,-0.940928,0.10745,0.346485,"no"
"GSX1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GSX2","WT","EX","NOTEST",0,0.0670103,Inf,0,1,1,"no"
"GTDC1","WT","EX","OK",6.86482,6.88561,0.00436311,0.0126459,0.98135,0.99474,"no"
"GTF2A1","WT","EX","OK",8.31759,8.46521,0.0253806,0.0854726,0.8845,0.972121,"no"
"GTF2A1L","WT","EX","OK",0.0695678,0.754203,3.43846,0.668134,0.1795,0.473815,"no"
"GTF2A2","WT","EX","OK",14.9979,17.277,0.204093,0.633283,0.26835,0.596889,"no"
"GTF2B","WT","EX","OK",9.90561,11.3016,0.190215,0.553814,0.33055,0.664398,"no"
"GTF2E1","WT","EX","OK",3.1792,3.71259,0.223763,0.583067,0.3089,0.641795,"no"
"GTF2E2","WT","EX","OK",16.4776,22.903,0.475028,1.50362,0.00805,0.0522298,"no"
"GTF2F1","WT","EX","OK",30.3676,27.5908,-0.138348,-0.470075,0.41255,0.733599,"no"
"GTF2F2","WT","EX","OK",11.9053,10.1128,-0.235418,-0.668149,0.2419,0.565062,"no"
"GTF2H1","WT","EX","OK",15.4846,21.5728,0.478378,1.62031,0.0051,0.0363055,"yes"
"GTF2H2","WT","EX","OK",1.26433,2.00998,0.668807,1.13788,0.04755,0.198644,"no"
"GTF2H2B","WT","EX","NOTEST",0.256415,0.157368,-0.704342,0,1,1,"no"
"GTF2H2C","WT","EX","NOTEST",0.223364,0.284836,0.350734,0,1,1,"no"
"GTF2H2C_2","WT","EX","OK",1.79799,1.38846,-0.372901,-0.522742,0.34225,0.675051,"no"
"GTF2H3","WT","EX","OK",6.72415,7.73817,0.20264,0.425003,0.45885,0.770013,"no"
"GTF2H4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GTF2H5","WT","EX","OK",5.04084,5.49213,0.123704,0.40564,0.47015,0.776874,"no"
"GTF2I","WT","EX","OK",31.0601,26.5888,-0.224241,-0.637898,0.2688,0.597066,"no"
"GTF2IP1","WT","EX","OK",2.05184,2.02784,-0.0169724,-0.0288628,0.9578,0.990089,"no"
"GTF2IP20","WT","EX","OK",0.757044,0.426974,-0.82623,-1.23772,0.03545,0.161492,"no"
"GTF2IP4","WT","EX","OK",0.810134,0.83095,0.0366025,0.030991,0.9544,0.990089,"no"
"GTF2IRD1","WT","EX","OK",4.60579,4.34052,-0.0855814,-0.241442,0.683,0.898009,"no"
"GTF2IRD1P1","WT","EX","NOTEST",0.0115644,0.0563091,2.28368,0,1,1,"no"
"GTF2IRD2","WT","EX","OK",1.38118,1.6229,0.232677,0.47311,0.3908,0.714598,"no"
"GTF2IRD2B","WT","EX","OK",1.56887,1.53495,-0.0315303,-0.0690423,0.90565,0.977638,"no"
"GTF3A","WT","EX","OK",24.2926,26.8859,0.146332,0.386254,0.50315,0.797627,"no"
"GTF3C1","WT","EX","OK",16.6519,14.1361,-0.236299,-0.818081,0.15695,0.439296,"no"
"GTF3C2","WT","EX","OK",9.71444,9.85869,0.0212644,0.0701239,0.90305,0.97677,"no"
"GTF3C2-AS1","WT","EX","NOTEST",0.0269339,0,-Inf,0,1,1,"no"
"GTF3C3","WT","EX","OK",7.45703,7.9952,0.100533,0.309409,0.5839,0.845404,"no"
"GTF3C4","WT","EX","OK",6.64863,6.05386,-0.135202,-0.375482,0.51365,0.804361,"no"
"GTF3C5","WT","EX","OK",13.1438,13.81,0.0713317,0.228221,0.69535,0.902583,"no"
"GTF3C6","WT","EX","OK",21.1322,24.4149,0.208318,0.616628,0.2837,0.613668,"no"
"GTPBP1","WT","EX","OK",9.08128,9.62674,0.084152,0.283753,0.62695,0.869008,"no"
"GTPBP10","WT","EX","OK",2.41037,2.82986,0.231476,0.693637,0.23335,0.552193,"no"
"GTPBP2","WT","EX","OK",12.4081,11.1349,-0.156192,-0.319865,0.5788,0.84201,"no"
"GTPBP3","WT","EX","OK",2.66376,2.39538,-0.15321,-0.332737,0.5698,0.836256,"no"
"GTPBP4","WT","EX","OK",11.2845,15.7491,0.480923,1.55983,0.00595,0.0409106,"yes"
"GTPBP6","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GTPBP8","WT","EX","OK",11.6738,10.3952,-0.167361,-0.462685,0.4202,0.740563,"no"
"GTSCR1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GTSE1","WT","EX","NOTEST",0.157453,0.224193,0.509819,0,1,1,"no"
"GTSE1-AS1","WT","EX","NOTEST",0.1085,0.11547,0.0898311,0,1,1,"no"
"GTSF1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GTSF1L","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCA1A","WT","EX","NOTEST",0.191483,0.0667393,-1.52061,0,1,1,"no"
"GUCA1B","WT","EX","NOTEST",0.229667,0.129626,-0.825194,0,1,1,"no"
"GUCA1C","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCA2A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCA2B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCD1","WT","EX","OK",22.0682,24.8787,0.172941,0.457316,0.43095,0.748041,"no"
"GUCY1A2","WT","EX","NOTEST",0.395878,0.218096,-0.86009,0,1,1,"no"
"GUCY1A3","WT","EX","OK",3.69784,2.78438,-0.409325,-1.03164,0.0681,0.255439,"no"
"GUCY1B2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCY1B3","WT","EX","OK",25.7236,29.3,0.187807,0.636896,0.26995,0.597972,"no"
"GUCY2C","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCY2D","WT","EX","NOTEST",0.00488112,0.0529655,3.43977,0,1,1,"no"
"GUCY2EP","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCY2F","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUCY2GP","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUF1","WT","EX","OK",5.08357,5.73507,0.173969,0.538524,0.34845,0.680487,"no"
"GUK1","WT","EX","OK",117.345,125.394,0.0957189,0.323642,0.5709,0.837298,"no"
"GULP1","WT","EX","OK",19.6541,18.3578,-0.0984308,-0.328371,0.5725,0.838192,"no"
"GUSB","WT","EX","OK",15.6943,16.8404,0.101692,0.332663,0.56975,0.836256,"no"
"GUSBP1","WT","EX","OK",5.29921,3.27269,-0.695301,-1.03498,0.0813,0.288579,"no"
"GUSBP10","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GUSBP11","WT","EX","OK",3.39406,2.82024,-0.267192,-0.606143,0.29375,0.623995,"no"
"GUSBP2","WT","EX","NOTEST",0.286623,0.222899,-0.362765,0,1,1,"no"
"GUSBP3","WT","EX","NOTEST",0.0246328,0,-Inf,0,1,1,"no"
"GUSBP4","WT","EX","OK",5.50303,3.73272,-0.559997,-1.03691,0.06795,0.255248,"no"
"GUSBP5","WT","EX","NOTEST",0.208329,0.218339,0.0677061,0,1,1,"no"
"GUSBP9","WT","EX","NOTEST",0.0278548,0,-Inf,0,1,1,"no"
"GVINP1","WT","EX","NOTEST",0.0424176,0.0554865,0.387472,0,1,1,"no"
"GXYLT1","WT","EX","OK",3.8355,5.26106,0.455937,1.47579,0.01095,0.0660896,"no"
"GXYLT1P3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GXYLT2","WT","EX","OK",21.264,7.84809,-1.438,-4.13167,5e-05,0.000681395,"yes"
"GYG1","WT","EX","OK",24.9086,32.0831,0.365168,1.23645,0.0318,0.148754,"no"
"GYG2","WT","EX","OK",3.77968,4.18292,0.146249,0.399247,0.4859,0.786666,"no"
"GYG2P1","WT","EX","NOTEST",0.0434314,0,-Inf,0,1,1,"no"
"GYLTL1B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GYPA","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GYPB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GYPC","WT","EX","OK",59.7608,44.8973,-0.412571,-1.38208,0.01565,0.0870029,"no"
"GYPE","WT","EX","OK",0.991951,1.16304,0.229565,0.325825,0.5331,0.815596,"no"
"GYS1","WT","EX","OK",20.3576,20.6877,0.0232047,0.0785357,0.8932,0.974015,"no"
"GYS2","WT","EX","NOTEST",0.010664,0.0317532,1.57416,0,1,1,"no"
"GZF1","WT","EX","OK",2.67659,3.18921,0.252799,0.712383,0.21775,0.53079,"no"
"GZMA","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GZMB","WT","EX","NOTEST",0,0.0306698,Inf,0,1,1,"no"
"GZMH","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GZMK","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"GZMM","WT","EX","NOTEST",0.0671119,0.0217939,-1.62264,0,1,1,"no"
"H19","WT","EX","OK",5.1255,1.95054,-1.39382,-2.88274,5e-05,0.000681395,"yes"
"H1F0","WT","EX","OK",49.2122,53.5117,0.12084,0.404805,0.4768,0.781616,"no"
"H1FNT","WT","EX","NOTEST",0,0.052056,Inf,0,1,1,"no"
"H1FOO","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"H1FX","WT","EX","OK",32.8313,41.9681,0.354221,1.10735,0.05715,0.226561,"no"
"H1FX-AS1","WT","EX","OK",1.59663,1.98726,0.315749,0.27882,0.62915,0.870535,"no"
"H2AFB1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"H2AFB2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"H2AFB3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"H2AFJ","WT","EX","OK",7.95357,15.476,0.960358,3.09233,5e-05,0.000681395,"yes"
"H2AFV","WT","EX","OK",34.2487,34.0047,-0.0103176,-0.0303937,0.9591,0.990089,"no"
"H2AFX","WT","EX","OK",10.9048,11.8896,0.124746,0.3337,0.56245,0.83193,"no"
"H2AFY","WT","EX","OK",34.5747,38.4878,0.154684,0.481404,0.39935,0.721562,"no"
"H2AFY2","WT","EX","OK",11.282,9.50208,-0.247709,-0.405137,0.45805,0.769605,"no"
"H2AFZ","WT","EX","OK",46.5555,49.0258,0.0745875,0.243879,0.6703,0.892615,"no"
"H2BFM","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"H2BFWT","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"H2BFXP","WT","EX","NOTEST",0.0357598,0.0188033,-0.92735,0,1,1,"no"
"H3F3A","WT","EX","OK",2.45327,1.99248,-0.300137,-0.108636,0.8376,0.956398,"no"
"H3F3AP4","WT","EX","OK",63.2753,60.6776,-0.06048,-0.194401,0.7356,0.921045,"no"
"H3F3B","WT","EX","OK",69.4679,62.8477,-0.144486,-0.489407,0.3942,0.717435,"no"
"H3F3C","WT","EX","OK",3.20349,3.05282,-0.0695028,-0.120312,0.8344,0.954743,"no"
"H6PD","WT","EX","OK",32.2101,41.2784,0.357874,1.19038,0.04105,0.178669,"no"
"HAAO","WT","EX","OK",1.66208,0.951888,-0.804128,-1.15415,0.05195,0.212818,"no"
"HABP2","WT","EX","NOTEST",0.00437213,0.0075882,0.795421,0,1,1,"no"
"HABP4","WT","EX","OK",22.8025,36.9246,0.695389,2.3374,5e-05,0.000681395,"yes"
"HACD1","WT","EX","OK",7.60941,14.6718,0.947195,2.44225,1e-04,0.00129829,"yes"
"HACD2","WT","EX","OK",6.85256,9.80046,0.516205,1.2552,0.02815,0.135718,"no"
"HACD3","WT","EX","OK",30.3641,26.8731,-0.176205,-0.602258,0.29275,0.623103,"no"
"HACD4","WT","EX","OK",9.70019,14.2844,0.558358,1.57058,0.00645,0.0436272,"yes"
"HACE1","WT","EX","OK",3.45523,3.4122,-0.0180791,-0.0514235,0.92755,0.982006,"no"
"HACL1","WT","EX","OK",4.40469,5.21883,0.244685,0.481404,0.40925,0.730755,"no"
"HADH","WT","EX","OK",14.1165,15.1957,0.106281,0.337621,0.55185,0.828086,"no"
"HADHA","WT","EX","OK",66.1388,83.3991,0.334534,1.11531,0.0513,0.210758,"no"
"HADHB","WT","EX","OK",50.7835,64.5815,0.346761,1.1889,0.04015,0.176479,"no"
"HAGH","WT","EX","OK",12.7869,14.9436,0.224853,0.661851,0.25245,0.578549,"no"
"HAGHL","WT","EX","OK",2.62281,3.01524,0.201161,0.344347,0.5393,0.820158,"no"
"HAGLR","WT","EX","NOTEST",0.0054004,0,-Inf,0,1,1,"no"
"HAGLROS","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HAL","WT","EX","NOTEST",0.0085251,0.0260852,1.61344,0,1,1,"no"
"HAMP","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HAND1","WT","EX","NOTEST",0,0.0138001,Inf,0,1,1,"no"
"HAND2","WT","EX","OK",0.11947,0.64282,2.42776,2.28155,0.00585,0.0403954,"yes"
"HAND2-AS1","WT","EX","NOTEST",0.0551424,0.0685214,0.313392,0,1,1,"no"
"HAO1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HAO2","WT","EX","NOTEST",0.0209243,0,-Inf,0,1,1,"no"
"HAO2-IT1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HAP1","WT","EX","NOTEST",0.00841596,0.0134178,0.672948,0,1,1,"no"
"HAPLN1","WT","EX","OK",10.1625,15.721,0.629435,1.74268,0.00195,0.0166818,"yes"
"HAPLN2","WT","EX","NOTEST",0.02639,0,-Inf,0,1,1,"no"
"HAPLN3","WT","EX","OK",2.73873,4.84007,0.821522,1.81248,0.00455,0.0331779,"yes"
"HAPLN4","WT","EX","NOTEST",0.190169,0.166759,-0.189516,0,1,1,"no"
"HAR1A","WT","EX","NOTEST",0.104852,0.117228,0.160958,0,1,1,"no"
"HAR1B","WT","EX","NOTEST",0.0892534,0.0896053,0.00567637,0,1,1,"no"
"HARBI1","WT","EX","OK",1.63389,1.66313,0.0255936,0.0429471,0.9367,0.985389,"no"
"HARS","WT","EX","OK",20.1313,21.6459,0.104656,0.289824,0.6136,0.862512,"no"
"HARS2","WT","EX","OK",9.03948,9.19983,0.0253667,0.0490117,0.93345,0.984535,"no"
"HAS1","WT","EX","NOTEST",0.0490585,0.040492,-0.276865,0,1,1,"no"
"HAS2","WT","EX","OK",6.13583,4.05501,-0.597554,-1.66228,0.0047,0.0339453,"yes"
"HAS2-AS1","WT","EX","NOTEST",0.535092,0.417163,-0.359174,0,1,1,"no"
"HAS3","WT","EX","NOTEST",0.169061,0.149865,-0.173882,0,1,1,"no"
"HAT1","WT","EX","OK",14.3166,13.6718,-0.0664801,-0.204633,0.72705,0.917648,"no"
"HAUS1","WT","EX","OK",12.2847,13.1759,0.101042,0.284921,0.619,0.865033,"no"
"HAUS2","WT","EX","OK",5.39933,5.37341,-0.00694425,-0.0212708,0.9715,0.992596,"no"
"HAUS3","WT","EX","OK",3.1476,3.45729,0.13539,0.293108,0.6163,0.863506,"no"
"HAUS4","WT","EX","OK",13.573,14.9704,0.141368,0.435666,0.44685,0.761103,"no"
"HAUS5","WT","EX","OK",2.16874,1.35864,-0.674697,-1.57087,0.00615,0.0419946,"yes"
"HAUS6","WT","EX","OK",3.84026,4.83704,0.332923,1.06448,0.06125,0.236611,"no"
"HAUS7","WT","EX","OK",12.1871,10.9193,-0.158471,-0.0925423,0.9273,0.982006,"no"
"HAUS8","WT","EX","OK",1.14494,1.24561,0.121584,0.186392,0.74805,0.924896,"no"
"HAVCR1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HAVCR1P1","WT","EX","NOTEST",0.0740252,0.0619461,-0.257001,0,1,1,"no"
"HAVCR2","WT","EX","NOTEST",0.339056,0.318699,-0.0893295,0,1,1,"no"
"HAX1","WT","EX","OK",37.4633,36.0748,-0.0544868,-0.180931,0.75605,0.925886,"no"
"HBA1","WT","EX","NOTEST",0.118585,0,-Inf,0,1,1,"no"
"HBA2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HBB","WT","EX","NOTEST",0,0.0434122,Inf,0,1,1,"no"
"HBBP1","WT","EX","NOTEST",0.0241711,0,-Inf,0,1,1,"no"
"HBD","WT","EX","NOTEST",0.307363,0.20552,-0.580667,0,1,1,"no"
"HBE1","WT","EX","NOTEST",0.0578267,0.0538749,-0.102123,0,1,1,"no"
"HBEGF","WT","EX","NOTEST",0.2965,0.162888,-0.864151,0,1,1,"no"
"HBG1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HBG2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HBM","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HBP1","WT","EX","OK",35.3327,37.5038,0.0860313,0.233829,0.6833,0.898247,"no"
"HBQ1","WT","EX","NOTEST",0.135624,0.077687,-0.803868,0,1,1,"no"
"HBS1L","WT","EX","OK",8.08016,8.46507,0.0671386,0.21121,0.7142,0.910909,"no"
"HBZ","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCAR1","WT","EX","NOTEST",0.076704,0.0313,-1.29314,0,1,1,"no"
"HCAR2","WT","EX","NOTEST",0.00739049,0.0224422,1.60247,0,1,1,"no"
"HCAR3","WT","EX","NOTEST",0.00694075,0,-Inf,0,1,1,"no"
"HCCAT5","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCCS","WT","EX","OK",9.64712,9.54265,-0.0157075,-0.0479696,0.9322,0.984108,"no"
"HCFC1","WT","EX","OK",9.17756,8.55873,-0.100714,-0.340668,0.55345,0.828355,"no"
"HCFC1-AS1","WT","EX","NOTEST",0.18287,0.041105,-2.15344,0,1,1,"no"
"HCFC1R1","WT","EX","OK",80.8245,59.2046,-0.449083,-1.37331,0.01875,0.100259,"no"
"HCFC2","WT","EX","OK",7.10989,7.50431,0.0778923,0.258758,0.6514,0.882337,"no"
"HCG11","WT","EX","OK",5.13009,7.3255,0.513943,1.64552,0.0044,0.0323772,"yes"
"HCG14","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG17","WT","EX","NOTEST",0,0.0295153,Inf,0,1,1,"no"
"HCG18","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG2040054","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG22","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG23","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG25","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG26","WT","EX","NOTEST",0.0140549,0,-Inf,0,1,1,"no"
"HCG27","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCG4B","WT","EX","NOTEST",0.0293328,0,-Inf,0,1,1,"no"
"HCG8","WT","EX","NOTEST",0.0174765,0.0151847,-0.202801,0,1,1,"no"
"HCG9","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCK","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCLS1","WT","EX","NOTEST",0.0518177,0.071779,0.470119,0,1,1,"no"
"HCN1","WT","EX","NOTEST",0.00142116,0,-Inf,0,1,1,"no"
"HCN2","WT","EX","OK",0.704277,1.12171,0.671479,1.10346,0.0571,0.226433,"no"
"HCN3","WT","EX","OK",1.20575,1.17209,-0.0408497,-0.0766353,0.89295,0.974015,"no"
"HCN4","WT","EX","NOTEST",0.00256581,0.00270374,0.07554,0,1,1,"no"
"HCP5","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCRT","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCRTR1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCRTR2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HCST","WT","EX","OK",1.04358,1.36481,0.387153,0.408469,0.482,0.785085,"no"
"HDAC1","WT","EX","OK",30.9406,34.0739,0.139164,0.468789,0.4165,0.736762,"no"
"HDAC10","WT","EX","OK",5.43439,6.08556,0.163271,0.460975,0.42585,0.745297,"no"
"HDAC11","WT","EX","OK",6.1315,6.19214,0.0141989,0.0423591,0.93935,0.986084,"no"
"HDAC11-AS1","WT","EX","NOTEST",0.0534945,0.158221,1.56448,0,1,1,"no"
"HDAC2","WT","EX","OK",9.85129,8.6044,-0.195238,-0.661297,0.2504,0.576045,"no"
"HDAC3","WT","EX","OK",22.3741,21.031,-0.0893148,-0.295406,0.6099,0.860454,"no"
"HDAC4","WT","EX","OK",3.07976,3.44788,0.162891,0.511035,0.3667,0.695016,"no"
"HDAC5","WT","EX","OK",20.9729,30.4442,0.537642,1.83926,0.0018,0.0156162,"yes"
"HDAC6","WT","EX","OK",5.21025,4.50998,-0.208231,-0.638658,0.26565,0.593958,"no"
"HDAC7","WT","EX","OK",29.8947,46.4775,0.636643,1.96725,6e-04,0.0063093,"yes"
"HDAC8","WT","EX","OK",6.73987,7.45806,0.14608,0.390371,0.4992,0.794866,"no"
"HDAC9","WT","EX","OK",2.0429,1.29117,-0.661941,-1.55356,0.0072,0.0476746,"yes"
"HDC","WT","EX","NOTEST",0.00575547,0,-Inf,0,1,1,"no"
"HDDC2","WT","EX","OK",18.342,17.7676,-0.0459007,-0.144238,0.80425,0.947048,"no"
"HDDC3","WT","EX","OK",6.62648,5.97318,-0.149743,-0.115911,0.84445,0.959007,"no"
"HDGF","WT","EX","OK",80.2404,75.2001,-0.093594,-0.318408,0.58215,0.844501,"no"
"HDGFL1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HDGFRP2","WT","EX","OK",29.1537,30.2754,0.0544675,0.179723,0.7547,0.925658,"no"
"HDGFRP3","WT","EX","OK",22.9021,25.3029,0.143826,0.482128,0.40175,0.723981,"no"
"HDHD1","WT","EX","OK",7.4729,7.91278,0.0825151,0.234169,0.679,0.896249,"no"
"HDHD2","WT","EX","OK",9.12964,8.40184,-0.119854,-0.357589,0.5312,0.814837,"no"
"HDHD3","WT","EX","OK",4.9606,4.66054,-0.0900169,-0.200839,0.72425,0.915881,"no"
"HDLBP","WT","EX","OK",177.842,164.515,-0.112377,-0.236739,0.67275,0.893765,"no"
"HDX","WT","EX","OK",0.60597,0.697319,0.202572,0.400293,0.48325,0.785596,"no"
"HEATR1","WT","EX","OK",7.27521,8.3491,0.198633,0.492893,0.3946,0.717505,"no"
"HEATR3","WT","EX","OK",2.83265,3.79032,0.420166,1.00995,0.079,0.282751,"no"
"HEATR4","WT","EX","NOTEST",0.0161362,0.0158641,-0.0245374,0,1,1,"no"
"HEATR5A","WT","EX","OK",8.81858,9.16067,0.0549064,0.185869,0.74675,0.92435,"no"
"HEATR5B","WT","EX","OK",4.85238,5.11106,0.07493,0.244875,0.6721,0.893469,"no"
"HEATR6","WT","EX","OK",4.56388,4.21669,-0.114147,-0.341235,0.55195,0.828086,"no"
"HEATR9","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HEBP1","WT","EX","OK",53.7721,81.4297,0.598698,2.02397,2e-04,0.00243705,"yes"
"HEBP2","WT","EX","OK",31.3375,47.1704,0.589993,1.9427,0.00075,0.00755981,"yes"
"HECA","WT","EX","OK",8.52784,11.1684,0.389172,1.29798,0.0247,0.123711,"no"
"HECTD1","WT","EX","OK",32.2087,32.0681,-0.00631018,-0.0204959,0.9723,0.992756,"no"
"HECTD2","WT","EX","OK",6.42092,5.93827,-0.112736,-0.349157,0.55175,0.828075,"no"
"HECTD2-AS1","WT","EX","NOTEST",0.15226,0.0624239,-1.28636,0,1,1,"no"
"HECTD3","WT","EX","OK",16.0095,13.667,-0.228233,-0.770747,0.1817,0.47592,"no"
"HECTD4","WT","EX","OK",4.02857,3.66387,-0.136902,-0.462108,0.4155,0.7358,"no"
"HECW1","WT","EX","OK",0.804173,0.857825,0.0931772,0.203653,0.72345,0.915731,"no"
"HECW2","WT","EX","NOTEST",0.256238,0.200001,-0.357475,0,1,1,"no"
"HEG1","WT","EX","OK",47.9425,72.9345,0.605297,1.83465,0.00155,0.0137716,"yes"
"HEIH","WT","EX","OK",13.1582,15.6507,0.250262,0.663454,0.2437,0.567108,"no"
"HELB","WT","EX","NOTEST",0.393801,0.336881,-0.225226,0,1,1,"no"
"HELLS","WT","EX","OK",0.930097,0.864386,-0.105705,-0.178946,0.733,0.920319,"no"
"HELQ","WT","EX","OK",3.8,3.65651,-0.0555319,-0.140011,0.80425,0.947048,"no"
"HELT","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HELZ","WT","EX","OK",3.8485,3.87692,0.0106145,0.0356377,0.95055,0.989942,"no"
"HELZ2","WT","EX","OK",4.19919,3.99566,-0.0716783,-0.224617,0.6941,0.90205,"no"
"HEMGN","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HEMK1","WT","EX","OK",3.29435,2.26317,-0.541646,-1.12346,0.05755,0.227378,"no"
"HENMT1","WT","EX","OK",1.07805,0.934571,-0.206051,-0.318006,0.58195,0.844401,"no"
"HEPACAM","WT","EX","NOTEST",0.0122309,0,-Inf,0,1,1,"no"
"HEPACAM2","WT","EX","NOTEST",0,0.0109361,Inf,0,1,1,"no"
"HEPH","WT","EX","OK",29.7849,25.2799,-0.236594,-0.787324,0.1704,0.458526,"no"
"HEPHL1","WT","EX","NOTEST",0.0152689,0.010159,-0.58784,0,1,1,"no"
"HEPN1","WT","EX","NOTEST",0.00260367,0,-Inf,0,1,1,"no"
"HERC1","WT","EX","OK",6.15259,6.03327,-0.0282556,-0.0963743,0.868,0.9644,"no"
"HERC2","WT","EX","OK",6.85278,7.73187,0.174129,0.594556,0.29635,0.626833,"no"
"HERC2P10","WT","EX","NOTEST",0.338458,0.333125,-0.0229111,0,1,1,"no"
"HERC2P2","WT","EX","OK",6.53919,6.09772,-0.100843,-0.323743,0.5726,0.838192,"no"
"HERC2P3","WT","EX","NOTEST",0.406374,0.296276,-0.455865,0,1,1,"no"
"HERC2P4","WT","EX","NOTEST",0.00528386,0,-Inf,0,1,1,"no"
"HERC2P7","WT","EX","NOTEST",0.207041,0.108148,-0.936911,0,1,1,"no"
"HERC2P9","WT","EX","OK",2.17648,2.13061,-0.0307317,-0.0700293,0.90005,0.976417,"no"
"HERC3","WT","EX","OK",5.23566,8.22676,0.651954,1.92007,0.00085,0.00840998,"yes"
"HERC4","WT","EX","OK",15.4374,17.0776,0.14568,0.49123,0.3973,0.719562,"no"
"HERC5","WT","EX","OK",1.77222,0.986152,-0.84568,-1.71212,0.0038,0.0286992,"yes"
