"test_id","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"LOC101929574","WT","EX","NOTEST",0.0740592,0.0988708,0.416867,0,1,1,"no"
"LOC101929577","WT","EX","NOTEST",0.0333944,0.0099421,-1.74798,0,1,1,"no"
"LOC101929579","WT","EX","OK",0.0957128,0.718753,2.90871,1.27428,0.24095,0.563659,"no"
"LOC101929584","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929586","WT","EX","NOTEST",0.0267315,0.00718596,-1.89529,0,1,1,"no"
"LOC101929592","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929595","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929596","WT","EX","NOTEST",0.30734,0.178253,-0.785907,0,1,1,"no"
"LOC101929607","WT","EX","NOTEST",0,0.0442064,Inf,0,1,1,"no"
"LOC101929608","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929613","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929622","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929625","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929626","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929631","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929633","WT","EX","NOTEST",0.0541674,0.043603,-0.313,0,1,1,"no"
"LOC101929645","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929646","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929653","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929657","WT","EX","NOTEST",0.0151455,0.0254706,0.749941,0,1,1,"no"
"LOC101929660","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929662","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929679","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929680","WT","EX","NOTEST",0.00632933,0.0263933,2.06005,0,1,1,"no"
"LOC101929681","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929694","WT","EX","NOTEST",0.00778487,0.011332,0.541659,0,1,1,"no"
"LOC101929696","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929698","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929705","WT","EX","NOTEST",0.0312734,0.0269676,-0.213706,0,1,1,"no"
"LOC101929709","WT","EX","OK",0.700024,0.999734,0.514139,0.715928,0.217,0.530042,"no"
"LOC101929710","WT","EX","OK",1.40466,1.85812,0.403621,0.0616873,0.79125,0.94112,"no"
"LOC101929715","WT","EX","NOTEST",0.318144,0.268969,-0.242239,0,1,1,"no"
"LOC101929717","WT","EX","NOTEST",0.0341369,0.0162069,-1.07473,0,1,1,"no"
"LOC101929718","WT","EX","OK",0.666358,0.396361,-0.749481,-0.401607,0.5137,0.804361,"no"
"LOC101929719","WT","EX","NOTEST",0,0.09003,Inf,0,1,1,"no"
"LOC101929721","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929723","WT","EX","OK",0.595889,1.03765,0.8002,0.792103,0.13695,0.404203,"no"
"LOC101929733","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929741","WT","EX","NOTEST",0,0.0113141,Inf,0,1,1,"no"
"LOC101929753","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101929754","WT","EX","NOTEST",0,0.0486694,Inf,0,1,1,"no"
"LOC101929762","WT","EX","NOTEST",0.0891479,0.121068,0.44154,0,1,1,"no"
"LOC101929767","WT","EX","OK",1.34377,0.971719,-0.467676,-0.538633,0.3404,0.673774,"no"
"LOC101929771","WT","EX","NOTEST",0,0.0577141,Inf,0,1,1,"no"
"LOC101929829","WT","EX","NOTEST",0.00926163,4.33149e-05,-7.74026,0,1,1,"no"
"LOC101929897","WT","EX","NOTEST",0.0274322,0.0366623,0.418428,0,1,1,"no"
"LOC101929983","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC101930010","WT","EX","NOTEST",0.0182696,0.0923166,2.33714,0,1,1,"no"
"LOC101930071","WT","EX","OK",1.58784,1.83869,0.211608,0.0928523,0.88035,0.97004,"no"
"LOC101930452","WT","EX","NOTEST",0.00381286,0.00427766,0.165949,0,1,1,"no"
"LOC102031319","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467079","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467080","WT","EX","OK",4.84372,2.3811,-1.02449,-1.53748,0.0093,0.0585428,"no"
"LOC102467081","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467147","WT","EX","NOTEST",0.111282,0.043779,-1.34591,0,1,1,"no"
"LOC102467212","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467213","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467214","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467216","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467217","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467222","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467223","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467224","WT","EX","NOTEST",0,0.0497507,Inf,0,1,1,"no"
"LOC102467225","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467226","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102467655","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102477328","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102503427","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102546226","WT","EX","NOTEST",0.0191115,0.0273471,0.516944,0,1,1,"no"
"LOC102546228","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102546229","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102546294","WT","EX","NOTEST",0.124284,0.106535,-0.222302,0,1,1,"no"
"LOC102546298","WT","EX","NOTEST",0.373806,0.177227,-1.07669,0,1,1,"no"
"LOC102546299","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102577426","WT","EX","NOTEST",0,0.143282,Inf,0,1,1,"no"
"LOC102606465","WT","EX","OK",1.95702,1.60598,-0.285203,-0.453333,0.427,0.746384,"no"
"LOC102606466","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723330","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723344","WT","EX","NOTEST",0.0530381,0,-Inf,0,1,1,"no"
"LOC102723354","WT","EX","OK",0.614371,0.439276,-0.483983,-0.500467,0.40885,0.730332,"no"
"LOC102723362","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723373","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723376","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723377","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723385","WT","EX","NOTEST",0,0.0488462,Inf,0,1,1,"no"
"LOC102723427","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723439","WT","EX","NOTEST",0.0519754,0,-Inf,0,1,1,"no"
"LOC102723448","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723505","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723517","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723544","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723582","WT","EX","NOTEST",0,0.0478075,Inf,0,1,1,"no"
"LOC102723604","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723617","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723649","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723661","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723701","WT","EX","NOTEST",0.128315,0.441842,1.78384,0,1,1,"no"
"LOC102723703","WT","EX","NOTEST",0.0873892,0.127762,0.547932,0,1,1,"no"
"LOC102723704","WT","EX","NOTEST",0.0465524,0.0338825,-0.458317,0,1,1,"no"
"LOC102723709","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723729","WT","EX","NOTEST",0.120842,0.170948,0.500431,0,1,1,"no"
"LOC102723766","WT","EX","NOTEST",0.0284857,0.0278058,-0.0348558,0,1,1,"no"
"LOC102723769","WT","EX","NOTEST",0,0.0135795,Inf,0,1,1,"no"
"LOC102723778","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723809","WT","EX","NOTEST",0.341918,0.29124,-0.23144,0,1,1,"no"
"LOC102723824","WT","EX","NOTEST",0.0381397,0.0135695,-1.49092,0,1,1,"no"
"LOC102723828","WT","EX","NOTEST",0.0435669,0,-Inf,0,1,1,"no"
"LOC102723831","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723833","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723854","WT","EX","NOTEST",0,0.00852654,Inf,0,1,1,"no"
"LOC102723859","WT","EX","OK",0.935594,1.51747,0.697715,1.0127,0.09305,0.314938,"no"
"LOC102723883","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723885","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723895","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102723927","WT","EX","NOTEST",0.0370789,0.142266,1.93992,0,1,1,"no"
"LOC102723968","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724000","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724009","WT","EX","NOTEST",0.173927,0.311978,0.842964,0,1,1,"no"
"LOC102724020","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724034","WT","EX","NOTEST",0.121217,0.123645,0.0286108,0,1,1,"no"
"LOC102724050","WT","EX","NOTEST",0.0721471,0,-Inf,0,1,1,"no"
"LOC102724053","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724058","WT","EX","NOTEST",0.00120686,0,-Inf,0,1,1,"no"
"LOC102724084","WT","EX","NOTEST",0.0946563,0.0514767,-0.878779,0,1,1,"no"
"LOC102724094","WT","EX","OK",2.41893,2.92245,0.272812,0.264859,0.6288,0.870494,"no"
"LOC102724096","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724153","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724163","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724188","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724190","WT","EX","NOTEST",0.00858791,0.0203542,1.24495,0,1,1,"no"
"LOC102724201","WT","EX","NOTEST",0.0372753,0.138703,1.8957,0,1,1,"no"
"LOC102724238","WT","EX","NOTEST",0.039317,0.0145652,-1.43263,0,1,1,"no"
"LOC102724279","WT","EX","NOTEST",0,0.0524893,Inf,0,1,1,"no"
"LOC102724297","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724301","WT","EX","NOTEST",0,0.097655,Inf,0,1,1,"no"
"LOC102724312","WT","EX","NOTEST",0.0593522,0.0716724,0.272116,0,1,1,"no"
"LOC102724321","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724323","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724421","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724434","WT","EX","NOTEST",0.00546561,0.00985225,0.850072,0,1,1,"no"
"LOC102724450","WT","EX","NOTEST",0.32545,0.540178,0.730997,0,1,1,"no"
"LOC102724467","WT","EX","NOTEST",0,0.0301841,Inf,0,1,1,"no"
"LOC102724484","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724511","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724539","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724552","WT","EX","NOTEST",0.0217763,0.126836,2.54213,0,1,1,"no"
"LOC102724555","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724589","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724596","WT","EX","NOTEST",0.272034,0.122661,-1.14912,0,1,1,"no"
"LOC102724601","WT","EX","NOTEST",0,0.076973,Inf,0,1,1,"no"
"LOC102724604","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724612","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724623","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724651","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724659","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724661","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724663","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724691","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724699","WT","EX","NOTEST",0.0454802,0.0189211,-1.26524,0,1,1,"no"
"LOC102724710","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724719","WT","EX","NOTEST",0.268394,0.255983,-0.0683085,0,1,1,"no"
"LOC102724776","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724784","WT","EX","NOTEST",0.0180502,0,-Inf,0,1,1,"no"
"LOC102724804","WT","EX","NOTEST",0.0275833,0.0347143,0.331737,0,1,1,"no"
"LOC102724814","WT","EX","OK",3.98471,3.51009,-0.182965,-0.303991,0.59685,0.852208,"no"
"LOC102724849","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724874","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724890","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724913","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724919","WT","EX","NOTEST",0.046718,0,-Inf,0,1,1,"no"
"LOC102724927","WT","EX","OK",0.995242,1.0486,0.0753449,0.104656,0.85615,0.959948,"no"
"LOC102724933","WT","EX","NOTEST",0.0246648,0,-Inf,0,1,1,"no"
"LOC102724957","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102724958","WT","EX","NOTEST",0.0474563,0.00913875,-2.37653,0,1,1,"no"
"LOC102725079","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC102800447","WT","EX","NOTEST",0,0.0688746,Inf,0,1,1,"no"
"LOC103021295","WT","EX","OK",7.80958,8.04282,0.0424567,0.0288352,0.96165,0.990482,"no"
"LOC103091866","WT","EX","OK",0.496753,0.608625,0.293025,0.269976,0.5904,0.848521,"no"
"LOC103171574","WT","EX","NOTEST",0.0763193,0,-Inf,0,1,1,"no"
"LOC103191607","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC103312105","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC103344931","WT","EX","OK",2.16144,2.60181,0.267521,0.693728,0.22725,0.544758,"no"
"LOC103352541","WT","EX","NOTEST",0.0431592,0,-Inf,0,1,1,"no"
"LOC103611081","WT","EX","OK",3.31544,4.76942,0.524612,1.48424,0.0099,0.06142,"no"
"LOC103908605","WT","EX","NOTEST",0.205298,0.0849787,-1.27255,0,1,1,"no"
"LOC104054148","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC104613533","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC104968399","WT","EX","NOTEST",0.144781,0.124918,-0.212883,0,1,1,"no"
"LOC105274304","WT","EX","OK",0.82899,0.863252,0.0584266,0.0145719,0.9732,0.992759,"no"
"LOC105370306","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC105372441","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC105372795","WT","EX","NOTEST",0.337192,0.526602,0.643143,0,1,1,"no"
"LOC105373300","WT","EX","NOTEST",0.0876484,0.184987,1.07762,0,1,1,"no"
"LOC105373383","WT","EX","OK",0.928044,0.780741,-0.24935,-0.212251,0.71035,0.908786,"no"
"LOC105375734","WT","EX","NOTEST",0.101655,0.220709,1.11846,0,1,1,"no"
"LOC105376360","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC105376671","WT","EX","NOTEST",0.0523187,0,-Inf,0,1,1,"no"
"LOC105377348","WT","EX","OK",1.18857,1.40294,0.239225,0.0537845,0.87655,0.968253,"no"
"LOC105378732","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC105447645","WT","EX","NOTEST",0.0774007,0.0663516,-0.222215,0,1,1,"no"
"LOC105447648","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC105616981","WT","EX","NOTEST",0,0.0255453,Inf,0,1,1,"no"
"LOC105667213","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC105747689","WT","EX","OK",0.562644,1.57915,1.48885,2.14727,0.00105,0.0100644,"yes"
"LOC105748977","WT","EX","NOTEST",0.0516177,0.0400008,-0.367834,0,1,1,"no"
"LOC105755953","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC113230","WT","EX","OK",1.17531,1.53535,0.385522,0.517696,0.3776,0.704285,"no"
"LOC115110","WT","EX","NOTEST",0.438381,0.245259,-0.837881,0,1,1,"no"
"LOC143666","WT","EX","OK",0.61682,0.935461,0.600826,0.839008,0.14705,0.423257,"no"
"LOC145474","WT","EX","NOTEST",0,0.0271897,Inf,0,1,1,"no"
"LOC145783","WT","EX","OK",1.11113,0.994015,-0.160693,-0.281923,0.62945,0.870642,"no"
"LOC145845","WT","EX","NOTEST",0.0171717,0,-Inf,0,1,1,"no"
"LOC146513","WT","EX","NOTEST",0,0.00911319,Inf,0,1,1,"no"
"LOC146880","WT","EX","OK",6.26232,10.0669,0.684856,2.03685,0.00045,0.0048957,"yes"
"LOC148413","WT","EX","OK",5.49953,5.80305,0.0775034,0.114146,0.84655,0.959224,"no"
"LOC148696","WT","EX","NOTEST",0.175587,0.245396,0.482924,0,1,1,"no"
"LOC148709","WT","EX","NOTEST",0.024405,0.00991788,-1.29908,0,1,1,"no"
"LOC149373","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC149684","WT","EX","OK",0.605948,0.474943,-0.35144,-0.104347,0.8355,0.955492,"no"
"LOC149950","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC150776","WT","EX","OK",3.55403,3.25679,-0.126003,-0.246612,0.6718,0.893331,"no"
"LOC150935","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC151121","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC151174","WT","EX","NOTEST",0.214711,0.336396,0.647761,0,1,1,"no"
"LOC151475","WT","EX","NOTEST",0.0380831,0.00701391,-2.44086,0,1,1,"no"
"LOC151484","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC152225","WT","EX","NOTEST",0.0062842,0.0120796,0.942777,0,1,1,"no"
"LOC152578","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC153684","WT","EX","OK",1.33293,0.829865,-0.68365,-0.657162,0.25345,0.579648,"no"
"LOC153910","WT","EX","NOTEST",0.00504444,0,-Inf,0,1,1,"no"
"LOC154449","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC154761","WT","EX","NOTEST",0.0974541,0.110853,0.185857,0,1,1,"no"
"LOC155060","WT","EX","OK",2.60892,2.72113,0.0607573,0.146711,0.8008,0.94654,"no"
"LOC157273","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC158434","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC158435","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC171391","WT","EX","OK",3.44674,3.14315,-0.133018,-0.211773,0.71225,0.909862,"no"
"LOC1720","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC200726","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC200772","WT","EX","NOTEST",0.0168094,0,-Inf,0,1,1,"no"
"LOC202181","WT","EX","OK",0.61151,0.784461,0.359325,0.601443,0.2909,0.621011,"no"
"LOC220729","WT","EX","OK",3.88342,3.39811,-0.192595,-0.41056,0.47995,0.784123,"no"
"LOC221122","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC221946","WT","EX","NOTEST",0.0256766,0.0820522,1.67609,0,1,1,"no"
"LOC253573","WT","EX","NOTEST",0,0.00837736,Inf,0,1,1,"no"
"LOC254028","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC254896","WT","EX","NOTEST",0.265024,0.259337,-0.0312955,0,1,1,"no"
"LOC255187","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC255654","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC256880","WT","EX","NOTEST",0.178074,0.0537058,-1.72933,0,1,1,"no"
"LOC257396","WT","EX","OK",2.13425,1.04259,-1.03356,-1.8936,0.0019,0.0163517,"yes"
"LOC283038","WT","EX","NOTEST",0.10955,0.0650337,-0.752325,0,1,1,"no"
"LOC283045","WT","EX","NOTEST",0.0313235,0,-Inf,0,1,1,"no"
"LOC283140","WT","EX","NOTEST",0.371799,0.257942,-0.527479,0,1,1,"no"
"LOC283177","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283194","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283214","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283299","WT","EX","NOTEST",0.00704714,0.0283705,2.00928,0,1,1,"no"
"LOC283332","WT","EX","NOTEST",0.00870274,0,-Inf,0,1,1,"no"
"LOC283335","WT","EX","OK",0.951049,0.961714,0.0160891,0.00592258,0.95155,0.990089,"no"
"LOC283352","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283440","WT","EX","NOTEST",0.0316908,0.0432096,0.447288,0,1,1,"no"
"LOC283575","WT","EX","NOTEST",0.0441859,0.0361464,-0.289733,0,1,1,"no"
"LOC283585","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283683","WT","EX","NOTEST",0,0.0641537,Inf,0,1,1,"no"
"LOC283710","WT","EX","NOTEST",0.0538739,0.0453803,-0.247522,0,1,1,"no"
"LOC283731","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283788","WT","EX","OK",6.5841,6.54023,-0.0096465,-0.0274134,0.9609,0.990416,"no"
"LOC283856","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC283922","WT","EX","OK",1.3019,1.15017,-0.178782,-0.31418,0.58765,0.847213,"no"
"LOC284009","WT","EX","NOTEST",0.0447445,0.0414146,-0.111568,0,1,1,"no"
"LOC284023","WT","EX","OK",1.50909,1.99302,0.401277,0.765469,0.18615,0.483353,"no"
"LOC284080","WT","EX","NOTEST",0.0211373,0.0296827,0.489831,0,1,1,"no"
"LOC284294","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284344","WT","EX","NOTEST",0.268662,0.1714,-0.648426,0,1,1,"no"
"LOC284379","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284395","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284412","WT","EX","NOTEST",0.0920389,0.0915815,-0.00718746,0,1,1,"no"
"LOC284454","WT","EX","OK",3.79541,4.04417,0.091588,0.20439,0.72215,0.914894,"no"
"LOC284578","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284581","WT","EX","OK",0.617226,0.480762,-0.360478,-0.411073,0.48515,0.785847,"no"
"LOC284632","WT","EX","NOTEST",0.00802982,0,-Inf,0,1,1,"no"
"LOC284648","WT","EX","NOTEST",0.142517,0.122688,-0.216147,0,1,1,"no"
"LOC284661","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284788","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284798","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284825","WT","EX","NOTEST",0.253032,0.232898,-0.119622,0,1,1,"no"
"LOC284865","WT","EX","NOTEST",0.0942478,0.0435352,-1.11428,0,1,1,"no"
"LOC284930","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284933","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC284950","WT","EX","NOTEST",0.0309896,0.0878434,1.50315,0,1,1,"no"
"LOC285000","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285043","WT","EX","OK",10.0298,14.1405,0.495546,1.11383,0.05415,0.21843,"no"
"LOC285074","WT","EX","OK",1.02861,1.3201,0.359953,0.598671,0.291,0.621018,"no"
"LOC285484","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285593","WT","EX","NOTEST",0.0531749,0.120041,1.17471,0,1,1,"no"
"LOC285626","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285627","WT","EX","NOTEST",0.00940789,0,-Inf,0,1,1,"no"
"LOC285629","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285692","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285696","WT","EX","OK",0.68358,0.323506,-1.07932,-0.265115,0.5742,0.83901,"no"
"LOC285740","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285762","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285766","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285768","WT","EX","NOTEST",0.269709,0.128917,-1.06496,0,1,1,"no"
"LOC285804","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC285819","WT","EX","NOTEST",0.00976183,0,-Inf,0,1,1,"no"
"LOC285847","WT","EX","NOTEST",0.0399186,0.0663551,0.733145,0,1,1,"no"
"LOC285889","WT","EX","NOTEST",0.0173837,0.00982949,-0.822544,0,1,1,"no"
"LOC286059","WT","EX","NOTEST",0.029387,0.00812252,-1.85518,0,1,1,"no"
"LOC286083","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC286114","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC286177","WT","EX","NOTEST",0.00480667,0,-Inf,0,1,1,"no"
"LOC286238","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC286297","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC286359","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC286370","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC286437","WT","EX","OK",2.3039,1.82227,-0.338348,-0.644904,0.26535,0.593914,"no"
"LOC338694","WT","EX","NOTEST",0,0.0254941,Inf,0,1,1,"no"
"LOC338797","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC338963","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339059","WT","EX","NOTEST",0.0138739,0.0171705,0.307562,0,1,1,"no"
"LOC339166","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339260","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339298","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339529","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339539","WT","EX","NOTEST",0.0069382,0,-Inf,0,1,1,"no"
"LOC339568","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339593","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339622","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339666","WT","EX","NOTEST",0.114929,0.10716,-0.10098,0,1,1,"no"
"LOC339803","WT","EX","OK",4.76792,4.50279,-0.0825387,-0.221366,0.69895,0.904108,"no"
"LOC339807","WT","EX","NOTEST",0.0107728,0,-Inf,0,1,1,"no"
"LOC339862","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"LOC339874","WT","EX","NOTEST",0.00910313,0.030517,1.74518,0,1,1,"no"
"LOC339975","WT","EX","NOTEST",0.103025,0.134667,0.386395,0,1,1,"no"
"LOC340017","WT","EX","NOTEST",0,0,0,0,1,1,"no"
