"gene_id","rep_name","fpkm"
"TCP11X2","EX_2",0
"TCTA","EX_2",15.7743
"TCTE1","EX_2",0.12887
"TCTE3","EX_2",0.582778
"TCTEX1D1","EX_2",0
"TCTEX1D2","EX_2",7.53161
"TCTEX1D4","EX_2",0.141961
"TCTN1","EX_2",16.9132
"TCTN2","EX_2",6.09146
"TCTN3","EX_2",33.8506
"TDG","EX_2",3.46911
"TDGF1","EX_2",0
"TDGF1P3","EX_2",0
"TDH","EX_2",0
"TDO2","EX_2",0.134025
"TDP1","EX_2",2.80481
"TDP2","EX_2",21.08
"TDRD1","EX_2",0.0115318
"TDRD10","EX_2",0
"TDRD12","EX_2",0
"TDRD15","EX_2",0
"TDRD3","EX_2",3.76342
"TDRD5","EX_2",0.0217571
"TDRD6","EX_2",0.274998
"TDRD7","EX_2",4.89651
"TDRD9","EX_2",0.674347
"TDRG1","EX_2",0
"TDRKH","EX_2",0.474494
"TDRP","EX_2",2.2564
"TEAD1","EX_2",60.6674
"TEAD2","EX_2",9.82508
"TEAD3","EX_2",33.3564
"TEAD4","EX_2",4.44391
"TEC","EX_2",0.248236
"TECPR1","EX_2",7.67339
"TECPR2","EX_2",11.0553
"TECR","EX_2",25.1313
"TECRL","EX_2",0
"TECTA","EX_2",0.280113
"TECTB","EX_2",0
"TEDDM1","EX_2",0
"TEF","EX_2",5.59543
"TEFM","EX_2",3.9469
"TEK","EX_2",1.61437
"TEKT1","EX_2",0
"TEKT2","EX_2",0.0624565
"TEKT3","EX_2",0.0241437
"TEKT4","EX_2",0
"TEKT4P2","EX_2",3.0752
"TEKT5","EX_2",0.0664951
"TELO2","EX_2",7.63629
"TEN1","EX_2",10.1289
"TEN1-CDK3","EX_2",1.63365
"TENM1","EX_2",0
"TENM2","EX_2",0.112305
"TENM3","EX_2",0.584323
"TENM4","EX_2",1.66429
"TEP1","EX_2",5.0146
"TEPP","EX_2",0
"TERC","EX_2",0
"TERF1","EX_2",9.32297
"TERF2","EX_2",8.07503
"TERF2IP","EX_2",33.5589
"TERT","EX_2",0
"TES","EX_2",16.0678
"TESC","EX_2",0
"TESC-AS1","EX_2",0
"TESK1","EX_2",17.1235
"TESK2","EX_2",1.94783
"TESPA1","EX_2",0
"TET1","EX_2",0.343247
"TET2","EX_2",1.30993
"TET2-AS1","EX_2",0
"TET3","EX_2",0.978625
"TEX10","EX_2",7.43816
"TEX101","EX_2",0
"TEX11","EX_2",0
"TEX12","EX_2",0.0734423
"TEX13A","EX_2",0
"TEX13B","EX_2",0
"TEX14","EX_2",0.0194757
"TEX15","EX_2",0.0109787
"TEX19","EX_2",0.0275438
"TEX2","EX_2",63.016
"TEX21P","EX_2",0.111485
"TEX22","EX_2",0.312349
"TEX26","EX_2",0.19683
"TEX26-AS1","EX_2",0.0291732
"TEX261","EX_2",60.2506
"TEX264","EX_2",32.3154
"TEX28","EX_2",0
"TEX29","EX_2",0.186181
"TEX30","EX_2",5.94707
"TEX33","EX_2",0
"TEX35","EX_2",0
"TEX36","EX_2",0
"TEX36-AS1","EX_2",0
"TEX37","EX_2",0
"TEX38","EX_2",0
"TEX40","EX_2",0.185371
"TEX41","EX_2",0
"TEX43","EX_2",0
"TEX9","EX_2",0.763351
"TF","EX_2",0.399915
"TFAM","EX_2",4.39497
"TFAMP1","EX_2",0
"TFAP2A","EX_2",0.670738
"TFAP2A-AS1","EX_2",0.0638129
"TFAP2B","EX_2",0
"TFAP2C","EX_2",0.0476722
"TFAP2D","EX_2",0
"TFAP2E","EX_2",0.402807
"TFAP4","EX_2",2.97221
"TFB1M","EX_2",2.56524
"TFB2M","EX_2",5.19957
"TFCP2","EX_2",7.05268
"TFCP2L1","EX_2",0
"TFDP1","EX_2",34.5057
"TFDP2","EX_2",7.94965
"TFDP3","EX_2",0
"TFE3","EX_2",33.7939
"TFEB","EX_2",1.2431
"TFEC","EX_2",0.0103013
"TFF1","EX_2",0
"TFF2","EX_2",0
"TFF3","EX_2",0
"TFG","EX_2",48.7985
"TFIP11","EX_2",11.3198
"TFPI","EX_2",52.8245
"TFPI2","EX_2",3.06278
"TFPT","EX_2",10.5778
"TFR2","EX_2",0.0995819
"TFRC","EX_2",41.7144
"TG","EX_2",0.301471
"TGDS","EX_2",3.00289
"TGFA","EX_2",0
"TGFA-IT1","EX_2",0
"TGFB1","EX_2",42.1608
"TGFB1I1","EX_2",69.2667
"TGFB2","EX_2",0.947742
"TGFB2-AS1","EX_2",0.11835
"TGFB2-OT1","EX_2",0.0123471
"TGFB3","EX_2",3.40001
"TGFBI","EX_2",165.754
"TGFBR1","EX_2",22.514
"TGFBR2","EX_2",250.294
"TGFBR3","EX_2",40.4778
"TGFBR3L","EX_2",0.21794
"TGFBRAP1","EX_2",6.77418
"TGIF1","EX_2",45.4315
"TGIF2","EX_2",3.4623
"TGIF2-C20orf24","EX_2",0
"TGIF2LX","EX_2",0
"TGIF2LY","EX_2",0
"TGM1","EX_2",0.130742
"TGM2","EX_2",166.498
"TGM3","EX_2",0
"TGM4","EX_2",0.0154625
"TGM5","EX_2",0
"TGM6","EX_2",0
"TGM7","EX_2",0
"TGOLN2","EX_2",93.438
"TGS1","EX_2",4.38436
"TH","EX_2",0
"TH2LCRR","EX_2",0.354732
"THADA","EX_2",5.70704
"THAP1","EX_2",4.54072
"THAP10","EX_2",2.00448
"THAP11","EX_2",15.043
"THAP2","EX_2",1.33158
"THAP3","EX_2",7.57265
"THAP4","EX_2",21.6899
"THAP5","EX_2",6.13313
"THAP6","EX_2",3.20919
"THAP7","EX_2",10.1948
"THAP7-AS1","EX_2",3.36112
"THAP8","EX_2",5.64968
"THAP9","EX_2",0.919699
"THAP9-AS1","EX_2",12.3839
"THBD","EX_2",0.582206
"THBS1","EX_2",1112.92
"THBS2","EX_2",105.08
"THBS3","EX_2",12.9407
"THBS4","EX_2",0.359145
"THCAT155","EX_2",0
"THCAT158","EX_2",0.128698
"THEG","EX_2",0
"THEG5","EX_2",0
"THEGL","EX_2",0.154248
"THEM4","EX_2",1.78713
"THEM5","EX_2",0
"THEM6","EX_2",2.80695
"THEMIS","EX_2",0
"THEMIS2","EX_2",1.75931
"THG1L","EX_2",6.57369
"THNSL1","EX_2",0.457247
"THNSL2","EX_2",7.80606
"THOC1","EX_2",5.31812
"THOC2","EX_2",16.5459
"THOC3","EX_2",2.39266
"THOC5","EX_2",16.578
"THOC6","EX_2",8.45735
"THOC7","EX_2",38.0842
"THOC7-AS1","EX_2",0.124606
"THOP1","EX_2",7.64711
"THPO","EX_2",0.351797
"THRA","EX_2",30.4195
"THRA1/BTR","EX_2",0
"THRAP3","EX_2",31.7185
"THRB","EX_2",4.58462
"THRB-AS1","EX_2",0.722487
"THRIL","EX_2",0.990952
"THRSP","EX_2",0.0465358
"THSD1","EX_2",1.75277
"THSD4","EX_2",10.1653
"THSD4-AS1","EX_2",0
"THSD4-AS2","EX_2",0.2541
"THSD7A","EX_2",0.031042
"THSD7B","EX_2",0
"THTPA","EX_2",8.15699
"THUMPD1","EX_2",8.74053
"THUMPD2","EX_2",2.2741
"THUMPD3","EX_2",8.03186
"THUMPD3-AS1","EX_2",2.45596
"THY1","EX_2",176.923
"THYN1","EX_2",16.4766
"TIA1","EX_2",11.5511
"TIAF1","EX_2",0.432901
"TIAL1","EX_2",14.9342
"TIAM1","EX_2",0.0237419
"TIAM2","EX_2",0.962832
"TICAM1","EX_2",6.11942
"TICAM2","EX_2",4.02911
"TICRR","EX_2",0.247355
"TIE1","EX_2",0
"TIFA","EX_2",1.60848
"TIFAB","EX_2",0
"TIGAR","EX_2",2.72526
"TIGD1","EX_2",0.718355
"TIGD2","EX_2",2.09782
"TIGD3","EX_2",0.0387742
"TIGD4","EX_2",0.0725119
"TIGD5","EX_2",3.7371
"TIGD6","EX_2",2.34285
"TIGD7","EX_2",2.12367
"TIGIT","EX_2",0
"TIMD4","EX_2",0
"TIMELESS","EX_2",1.2398
"TIMM10","EX_2",13.1265
"TIMM10B","EX_2",8.77671
"TIMM13","EX_2",17.4161
"TIMM17A","EX_2",18.8133
"TIMM17B","EX_2",14.0171
"TIMM21","EX_2",8.54285
"TIMM22","EX_2",8.61444
"TIMM23","EX_2",21.3768
"TIMM23B","EX_2",1.38477
"TIMM44","EX_2",11.7669
"TIMM50","EX_2",11.3205
"TIMM8A","EX_2",2.79892
"TIMM8B","EX_2",13.5662
"TIMM9","EX_2",10.4623
"TIMMDC1","EX_2",40.1725
"TIMP1","EX_2",833.049
"TIMP2","EX_2",1025.09
"TIMP3","EX_2",423.062
"TIMP4","EX_2",10.4198
"TINAG","EX_2",0
"TINAGL1","EX_2",1.46897
"TINCR","EX_2",0.036492
"TINF2","EX_2",19.8108
"TIPARP","EX_2",6.72395
"TIPARP-AS1","EX_2",0.0394213
"TIPIN","EX_2",1.78943
"TIPRL","EX_2",18.4079
"TIRAP","EX_2",2.4564
"TISP43","EX_2",0
"TJAP1","EX_2",11.5265
"TJP1","EX_2",23.2602
"TJP2","EX_2",120.323
"TJP3","EX_2",0.0402568
"TK1","EX_2",2.22011
"TK2","EX_2",15.6236
"TKFC","EX_2",3.69009
"TKT","EX_2",88.2755
"TKTL1","EX_2",0
"TKTL2","EX_2",0
"TLCD1","EX_2",2.63427
"TLCD2","EX_2",14.5421
"TLDC1","EX_2",5.42409
"TLDC2","EX_2",3.31137
"TLE1","EX_2",27.2041
"TLE2","EX_2",4.99234
"TLE3","EX_2",4.1844
"TLE4","EX_2",7.37666
"TLE6","EX_2",0.523749
"TLK1","EX_2",14.128
"TLK2","EX_2",6.87964
"TLL1","EX_2",0
"TLL2","EX_2",0.00874194
"TLN1","EX_2",123.345
"TLN2","EX_2",6.13285
"TLR1","EX_2",0.590668
"TLR10","EX_2",0
"TLR2","EX_2",0.573254
"TLR3","EX_2",1.62956
"TLR4","EX_2",3.32887
"TLR5","EX_2",0.0842191
"TLR6","EX_2",0.111879
"TLR7","EX_2",0
"TLR8","EX_2",0
"TLR8-AS1","EX_2",0
"TLR9","EX_2",0.0881363
"TLX1","EX_2",0
"TLX1NB","EX_2",0
"TLX2","EX_2",0
"TLX3","EX_2",0
"TM2D1","EX_2",54.189
"TM2D2","EX_2",14.6159
"TM2D3","EX_2",22.0487
"TM4SF1","EX_2",42.6937
"TM4SF1-AS1","EX_2",0
"TM4SF18","EX_2",0
"TM4SF19","EX_2",0
"TM4SF19-AS1","EX_2",0.107009
"TM4SF19-TCTEX1D2","EX_2",0
"TM4SF20","EX_2",0.313986
"TM4SF4","EX_2",0
"TM4SF5","EX_2",0
"TM6SF1","EX_2",1.61484
"TM6SF2","EX_2",1.99038
"TM7SF2","EX_2",6.75653
"TM7SF3","EX_2",31.8845
"TM9SF1","EX_2",34.9831
"TM9SF2","EX_2",56.5472
"TM9SF3","EX_2",52.3495
"TM9SF4","EX_2",22.6272
"TMA16","EX_2",7.57946
"TMA7","EX_2",171.328
"TMBIM1","EX_2",162.424
"TMBIM4","EX_2",38.5201
"TMBIM6","EX_2",228.478
"TMC1","EX_2",0.0338549
"TMC2","EX_2",1.01676
"TMC3","EX_2",0.0155818
"TMC3-AS1","EX_2",0.564008
"TMC4","EX_2",0.280097
"TMC5","EX_2",0.0583961
"TMC6","EX_2",0
"TMC7","EX_2",0.0647505
"TMC8","EX_2",0
"TMCC1","EX_2",4.52481
"TMCC1-AS1","EX_2",0.265615
"TMCC2","EX_2",1.52371
"TMCC3","EX_2",0.213776
"TMCO1","EX_2",16.0705
"TMCO2","EX_2",0
"TMCO3","EX_2",82.8977
"TMCO4","EX_2",5.55607
"TMCO5A","EX_2",0
"TMCO5B","EX_2",0
"TMCO6","EX_2",4.30984
"TMED1","EX_2",12.4315
"TMED10","EX_2",84.9808
"TMED10P1","EX_2",0.340414
"TMED11P","EX_2",0
"TMED2","EX_2",127.899
"TMED3","EX_2",54.6479
"TMED4","EX_2",32.4974
"TMED5","EX_2",26.4932
"TMED6","EX_2",0.0634778
"TMED7","EX_2",44.1229
"TMED7-TICAM2","EX_2",1.77393
"TMED8","EX_2",2.23627
"TMED9","EX_2",100.798
"TMEFF1","EX_2",11.4609
"TMEFF2","EX_2",0.250354
"TMEM100","EX_2",1.7898
"TMEM101","EX_2",16.0053
"TMEM102","EX_2",1.35994
"TMEM104","EX_2",5.83158
"TMEM105","EX_2",0
"TMEM106A","EX_2",0.415598
"TMEM106B","EX_2",16.108
"TMEM106C","EX_2",16.8569
"TMEM107","EX_2",7.65011
"TMEM108","EX_2",0
"TMEM108-AS1","EX_2",0
"TMEM109","EX_2",69.5553
"TMEM11","EX_2",17.0708
"TMEM110","EX_2",8.44091
"TMEM110-MUSTN1","EX_2",0
"TMEM114","EX_2",0
"TMEM115","EX_2",46.7923
"TMEM116","EX_2",3.6872
"TMEM117","EX_2",2.56858
"TMEM119","EX_2",35.7973
"TMEM120A","EX_2",16.7027
"TMEM120B","EX_2",2.89774
"TMEM121","EX_2",2.11228
"TMEM123","EX_2",95.6549
"TMEM125","EX_2",0
"TMEM126A","EX_2",12.4083
"TMEM126B","EX_2",21.3754
"TMEM127","EX_2",35.471
"TMEM128","EX_2",19.1341
"TMEM129","EX_2",31.222
"TMEM130","EX_2",3.50857
"TMEM131","EX_2",13.0587
"TMEM132A","EX_2",4.40646
"TMEM132B","EX_2",0.402951
"TMEM132C","EX_2",0
"TMEM132D","EX_2",0
"TMEM132E","EX_2",0
"TMEM133","EX_2",0.439037
"TMEM134","EX_2",15.4551
"TMEM135","EX_2",2.5767
"TMEM136","EX_2",5.04829
"TMEM138","EX_2",9.46611
"TMEM139","EX_2",0.0723264
"TMEM140","EX_2",34.3922
"TMEM141","EX_2",12.0831
"TMEM143","EX_2",2.90419
"TMEM144","EX_2",0.993704
"TMEM145","EX_2",0
"TMEM147","EX_2",64.97
"TMEM147-AS1","EX_2",2.24876
"TMEM14A","EX_2",28.2669
"TMEM14B","EX_2",37.9049
"TMEM14C","EX_2",87.5288
"TMEM14E","EX_2",0
"TMEM150A","EX_2",22.6091
"TMEM150B","EX_2",0
"TMEM150C","EX_2",1.30939
"TMEM151A","EX_2",0
"TMEM151B","EX_2",0
"TMEM154","EX_2",0.843482
"TMEM155","EX_2",6.17014
"TMEM156","EX_2",0.0285607
"TMEM158","EX_2",22.2964
"TMEM159","EX_2",34.7318
"TMEM160","EX_2",8.03653
"TMEM161A","EX_2",10.0975
"TMEM161B","EX_2",4.52526
"TMEM161B-AS1","EX_2",1.68558
"TMEM163","EX_2",0.0359172
"TMEM164","EX_2",2.36736
"TMEM165","EX_2",70.1992
"TMEM167A","EX_2",32.8248
"TMEM167B","EX_2",26.3916
"TMEM168","EX_2",5.2804
"TMEM169","EX_2",0.101689
"TMEM17","EX_2",1.91194
"TMEM170A","EX_2",2.40892
"TMEM170B","EX_2",1.18161
"TMEM171","EX_2",3.18196
"TMEM173","EX_2",41.1536
"TMEM174","EX_2",0
"TMEM175","EX_2",11.058
"TMEM176A","EX_2",4.85434
"TMEM176B","EX_2",11.0861
"TMEM177","EX_2",1.12367
"TMEM178A","EX_2",3.07107
"TMEM178B","EX_2",0.136033
"TMEM179","EX_2",0.018253
"TMEM179B","EX_2",31.3184
"TMEM18","EX_2",6.78905
"TMEM180","EX_2",1.46177
"TMEM181","EX_2",19.9791
"TMEM182","EX_2",0.986131
"TMEM183A","EX_2",9.34847
"TMEM183B","EX_2",7.04181
"TMEM184A","EX_2",0.0684097
"TMEM184B","EX_2",32.3124
"TMEM184C","EX_2",18.8601
"TMEM185A","EX_2",11.7015
"TMEM185B","EX_2",9.98073
"TMEM186","EX_2",4.08925
"TMEM187","EX_2",7.15992
"TMEM189","EX_2",14.5933
"TMEM189-UBE2V1","EX_2",0.258734
"TMEM19","EX_2",11.6395
"TMEM190","EX_2",0
"TMEM191A","EX_2",0.283688
"TMEM191B","EX_2",0.141877
"TMEM191C","EX_2",0
"TMEM192","EX_2",7.35215
"TMEM196","EX_2",0
"TMEM198","EX_2",5.41474
"TMEM198B","EX_2",16.3791
"TMEM199","EX_2",3.86564
"TMEM2","EX_2",8.62992
"TMEM200A","EX_2",8.91523
"TMEM200B","EX_2",25.1593
"TMEM200C","EX_2",0
"TMEM201","EX_2",1.75818
"TMEM202","EX_2",0
"TMEM203","EX_2",21.778
"TMEM204","EX_2",23.9128
"TMEM205","EX_2",30.678
"TMEM206","EX_2",2.32277
"TMEM207","EX_2",0
"TMEM208","EX_2",22.9263
"TMEM209","EX_2",4.27083
"TMEM210","EX_2",0
"TMEM211","EX_2",0
"TMEM212","EX_2",0
"TMEM212-AS1","EX_2",0
"TMEM213","EX_2",0
"TMEM214","EX_2",32.9571
"TMEM215","EX_2",0
"TMEM216","EX_2",5.60258
"TMEM217","EX_2",0.493522
"TMEM218","EX_2",2.57696
"TMEM219","EX_2",62.3777
"TMEM220","EX_2",2.42686
"TMEM220-AS1","EX_2",1.89502
"TMEM221","EX_2",0.112259
"TMEM222","EX_2",20.8847
"TMEM223","EX_2",10.4402
"TMEM225","EX_2",0
"TMEM229A","EX_2",0
"TMEM229B","EX_2",0.679029
"TMEM230","EX_2",79.4442
"TMEM231","EX_2",2.89456
"TMEM232","EX_2",0.729285
"TMEM233","EX_2",0
"TMEM234","EX_2",6.16912
"TMEM235","EX_2",0
"TMEM236","EX_2",0
"TMEM237","EX_2",9.43094
"TMEM238","EX_2",0
"TMEM239","EX_2",0
"TMEM240","EX_2",4.2768
"TMEM241","EX_2",2.44495
"TMEM242","EX_2",4.65484
"TMEM243","EX_2",21.422
"TMEM244","EX_2",0
"TMEM245","EX_2",19.2082
"TMEM246","EX_2",7.90545
"TMEM246-AS1","EX_2",0
"TMEM247","EX_2",0
"TMEM248","EX_2",48.0362
"TMEM249","EX_2",0.0676159
"TMEM25","EX_2",3.83953
"TMEM251","EX_2",5.32546
"TMEM252","EX_2",1.70035
"TMEM253","EX_2",0.476314
"TMEM254","EX_2",7.45781
"TMEM254-AS1","EX_2",0.397162
"TMEM255A","EX_2",0.0954215
"TMEM255B","EX_2",1.26719
"TMEM256","EX_2",42.4199
"TMEM256-PLSCR3","EX_2",1.00598
"TMEM257","EX_2",0
"TMEM258","EX_2",147.388
"TMEM259","EX_2",64.2476
"TMEM26","EX_2",0.322748
"TMEM26-AS1","EX_2",0.149015
"TMEM260","EX_2",5.01597
"TMEM261","EX_2",8.60737
"TMEM262","EX_2",0
"TMEM263","EX_2",29.3883
"TMEM265","EX_2",2.38337
"TMEM27","EX_2",0.19094
"TMEM30A","EX_2",92.0385
"TMEM30B","EX_2",6.88243
"TMEM30C","EX_2",0
"TMEM31","EX_2",0.283074
"TMEM33","EX_2",5.78079
"TMEM35","EX_2",13.0473
"TMEM37","EX_2",0.15157
"TMEM38A","EX_2",1.27332
"TMEM38B","EX_2",3.16198
"TMEM39A","EX_2",9.29807
"TMEM39B","EX_2",6.14201
"TMEM40","EX_2",0
"TMEM41A","EX_2",6.14915
"TMEM41B","EX_2",8.29002
"TMEM42","EX_2",20.126
"TMEM43","EX_2",71.3071
"TMEM44","EX_2",5.69646
"TMEM44-AS1","EX_2",0.488192
"TMEM45A","EX_2",33.7577
"TMEM45B","EX_2",0
"TMEM47","EX_2",285.13
"TMEM5","EX_2",8.15803
"TMEM5-AS1","EX_2",0.290565
"TMEM50A","EX_2",69.9767
"TMEM50B","EX_2",17.6068
"TMEM51","EX_2",6.60266
"TMEM51-AS1","EX_2",0.0690186
"TMEM52","EX_2",0.127881
"TMEM52B","EX_2",0.0429143
"TMEM53","EX_2",3.55079
"TMEM54","EX_2",17.0063
"TMEM55A","EX_2",8.81821
"TMEM55B","EX_2",18.0635
"TMEM56","EX_2",0.449782
"TMEM56-RWDD3","EX_2",0.455424
"TMEM57","EX_2",6.45838
"TMEM59","EX_2",85.0834
"TMEM59L","EX_2",3.39153
"TMEM60","EX_2",22.3163
"TMEM61","EX_2",0.519176
"TMEM62","EX_2",3.20476
"TMEM63A","EX_2",8.357
"TMEM63B","EX_2",11.8288
"TMEM63C","EX_2",0
"TMEM64","EX_2",12.8076
"TMEM65","EX_2",6.44548
"TMEM67","EX_2",2.6594
"TMEM68","EX_2",5.01905
"TMEM69","EX_2",14.0769
"TMEM70","EX_2",11.054
"TMEM71","EX_2",0.17135
"TMEM72","EX_2",0
"TMEM72-AS1","EX_2",0.130267
"TMEM74","EX_2",0
"TMEM74B","EX_2",0
"TMEM75","EX_2",0.025249
"TMEM79","EX_2",4.77283
"TMEM80","EX_2",15.5705
"TMEM81","EX_2",0.535438
"TMEM82","EX_2",0
"TMEM86A","EX_2",2.30889
"TMEM86B","EX_2",0.89201
"TMEM87A","EX_2",21.7789
"TMEM87B","EX_2",18.2712
"TMEM88","EX_2",0.0911155
"TMEM88B","EX_2",0
"TMEM89","EX_2",0
"TMEM8A","EX_2",33.3779
"TMEM8B","EX_2",9.39542
"TMEM8C","EX_2",0
"TMEM9","EX_2",24.1721
"TMEM91","EX_2",17.155
"TMEM92","EX_2",0.113352
"TMEM92-AS1","EX_2",0.249182
"TMEM95","EX_2",0
"TMEM97","EX_2",3.2438
"TMEM98","EX_2",106.085
"TMEM99","EX_2",5.8496
"TMEM9B","EX_2",48.5702
"TMEM9B-AS1","EX_2",3.35191
"TMF1","EX_2",12.2904
"TMIE","EX_2",0
"TMIGD1","EX_2",0
"TMIGD2","EX_2",0
"TMIGD3","EX_2",0.0445051
"TMLHE","EX_2",3.93402
"TMLHE-AS1","EX_2",0.0358235
"TMOD1","EX_2",2.58483
"TMOD2","EX_2",5.38439
"TMOD3","EX_2",17.7328
"TMOD4","EX_2",0.034691
"TMPO","EX_2",6.38938
"TMPO-AS1","EX_2",0.0962133
"TMPPE","EX_2",0.376096
"TMPRSS11A","EX_2",0
"TMPRSS11B","EX_2",0
"TMPRSS11BNL","EX_2",0
"TMPRSS11D","EX_2",0
"TMPRSS11E","EX_2",0
"TMPRSS11F","EX_2",0
"TMPRSS11GP","EX_2",0
"TMPRSS12","EX_2",0
"TMPRSS13","EX_2",0
"TMPRSS15","EX_2",0
"TMPRSS2","EX_2",0
"TMPRSS3","EX_2",0
"TMPRSS4","EX_2",0
"TMPRSS4-AS1","EX_2",0
"TMPRSS5","EX_2",0.0331353
"TMPRSS6","EX_2",0
"TMPRSS7","EX_2",0
"TMPRSS9","EX_2",0.123355
"TMSB10","EX_2",1359.86
"TMSB15A","EX_2",0.713068
"TMSB15B","EX_2",5.08248
"TMSB4X","EX_2",2610.72
"TMSB4Y","EX_2",0
"TMTC1","EX_2",42.4847
"TMTC2","EX_2",3.68247
"TMTC3","EX_2",8.91215
"TMTC4","EX_2",3.80519
"TMUB1","EX_2",20.0635
"TMUB2","EX_2",22.6783
"TMX1","EX_2",17.298
"TMX2","EX_2",25.8353
"TMX2-CTNND1","EX_2",0.307821
"TMX3","EX_2",23.0179
"TMX4","EX_2",24.539
"TNC","EX_2",19.6399
"TNF","EX_2",0
"TNFAIP1","EX_2",14.331
"TNFAIP2","EX_2",6.82324
"TNFAIP3","EX_2",5.33919
"TNFAIP6","EX_2",1.51598
"TNFAIP8","EX_2",32.3753
"TNFAIP8L1","EX_2",1.82943
"TNFAIP8L2","EX_2",0
"TNFAIP8L2-SCNM1","EX_2",0
"TNFAIP8L3","EX_2",19.5765
"TNFRSF10A","EX_2",1.19898
"TNFRSF10B","EX_2",24.6119
"TNFRSF10C","EX_2",2.21946
"TNFRSF10D","EX_2",23.5012
"TNFRSF11A","EX_2",0.208268
"TNFRSF11B","EX_2",62.6317
"TNFRSF12A","EX_2",28.455
"TNFRSF13B","EX_2",0
"TNFRSF13C","EX_2",0
"TNFRSF14","EX_2",6.15731
"TNFRSF17","EX_2",0
"TNFRSF18","EX_2",0
"TNFRSF19","EX_2",20.0234
"TNFRSF1A","EX_2",105.645
"TNFRSF1B","EX_2",8.21433
"TNFRSF21","EX_2",30.548
"TNFRSF25","EX_2",0.719775
"TNFRSF4","EX_2",0.123119
"TNFRSF6B","EX_2",1.89734
"TNFRSF8","EX_2",0
"TNFRSF9","EX_2",0
"TNFSF10","EX_2",3.64706
"TNFSF11","EX_2",0
"TNFSF12","EX_2",41.2644
"TNFSF12-TNFSF13","EX_2",0.268137
"TNFSF13","EX_2",2.89936
"TNFSF13B","EX_2",0.613768
"TNFSF14","EX_2",0.0552718
"TNFSF15","EX_2",0.057808
"TNFSF18","EX_2",0
"TNFSF4","EX_2",0.943104
"TNFSF8","EX_2",0
"TNFSF9","EX_2",0.471686
"TNIK","EX_2",4.18346
"TNIP1","EX_2",57.039
"TNIP2","EX_2",23.2372
"TNIP3","EX_2",0.046682
"TNK1","EX_2",1.60568
"TNK2","EX_2",5.65719
"TNKS","EX_2",11.0644
"TNKS1BP1","EX_2",74.6419
"TNKS2","EX_2",19.185
"TNKS2-AS1","EX_2",0.513637
"TNMD","EX_2",0
"TNN","EX_2",0.0205782
"TNNC1","EX_2",0.0886137
"TNNC2","EX_2",1.68664
"TNNI1","EX_2",0
"TNNI2","EX_2",0
"TNNI3","EX_2",0
"TNNI3K","EX_2",0
"TNNT1","EX_2",0.718106
"TNNT2","EX_2",0.108327
"TNNT3","EX_2",0.0463783
"TNP1","EX_2",0
"TNP2","EX_2",0
"TNPO1","EX_2",34.9572
"TNPO2","EX_2",28.7484
"TNPO3","EX_2",15.2713
"TNR","EX_2",0
"TNRC18","EX_2",29.8569
"TNRC18P1","EX_2",0.0360421
"TNRC6A","EX_2",18.9523
"TNRC6B","EX_2",2.71441
"TNRC6C","EX_2",2.65327
"TNRC6C-AS1","EX_2",0
"TNS1","EX_2",33.7761
"TNS2","EX_2",46.9104
"TNS3","EX_2",55.0556
"TNS4","EX_2",0.0113581
"TNXA","EX_2",0.0417849
"TNXB","EX_2",2.63565e-05
"TOB1","EX_2",30.7635
"TOB1-AS1","EX_2",0.307175
"TOB2","EX_2",35.9342
"TOB2P1","EX_2",0.737038
"TOE1","EX_2",1.95276
"TOLLIP","EX_2",21.0397
"TOLLIP-AS1","EX_2",0.428747
"TOM1","EX_2",17.7435
"TOM1L1","EX_2",4.01212
"TOM1L2","EX_2",13.5453
"TOMM20","EX_2",55.1309
"TOMM20L","EX_2",0.144723
"TOMM22","EX_2",22.0616
"TOMM34","EX_2",13.4307
"TOMM40","EX_2",11.2808
"TOMM40L","EX_2",3.50395
"TOMM5","EX_2",49.6522
"TOMM6","EX_2",46.5141
"TOMM7","EX_2",165.163
"TOMM70A","EX_2",19.6336
"TONSL","EX_2",0.935521
"TONSL-AS1","EX_2",0.657645
"TOP1","EX_2",18.1761
"TOP1MT","EX_2",7.19608
"TOP1P1","EX_2",0.314884
"TOP1P2","EX_2",0
"TOP2A","EX_2",1.82502
"TOP2B","EX_2",34.0463
"TOP3A","EX_2",4.09725
"TOP3B","EX_2",4.82599
"TOPAZ1","EX_2",0
"TOPBP1","EX_2",7.65556
"TOPORS","EX_2",6.93583
"TOPORS-AS1","EX_2",7.42633
"TOR1A","EX_2",28.2566
"TOR1AIP1","EX_2",55.8816
"TOR1AIP2","EX_2",12.473
"TOR1B","EX_2",16.408
"TOR2A","EX_2",4.99287
"TOR3A","EX_2",19.2785
"TOR4A","EX_2",18.6618
"TOX","EX_2",2.25722
"TOX2","EX_2",4.64666
"TOX3","EX_2",0
"TOX4","EX_2",15.8187
"TP53","EX_2",11.2947
"TP53AIP1","EX_2",0
"TP53BP1","EX_2",9.2851
"TP53BP2","EX_2",13.1249
"TP53I11","EX_2",62.0002
"TP53I13","EX_2",27.8708
"TP53I3","EX_2",27.0229
"TP53INP1","EX_2",19.1825
"TP53INP2","EX_2",14.483
"TP53RK","EX_2",7.7325
"TP53TG1","EX_2",18.1239
"TP53TG3","EX_2",0
"TP53TG3B","EX_2",0
"TP53TG3C","EX_2",0
"TP53TG3D","EX_2",0
